cluster_representative	cluster_member	nreads	fraction_reads	contig_length	norm_coverage	classification_member	classification_representative
27-1-8_NODE_752947_length_287_cov_0.928571_1	24-1-8_NODE_268391_length_483_cov_0.987685_1	6	1.7471026922503066e-07	483	3.62822010951009e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp902547755
27-1-8_NODE_752947_length_287_cov_0.928571_1	38-1-14_NODE_149085_length_694_cov_1.500810_1	18	5.083744810696877e-07	694	8.059434307952797e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp902547755	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus;s__Luminiphilus sp902547755
27-1-8_NODE_752975_length_287_cov_0.919048_1	27-1-8_NODE_752975_length_287_cov_0.919048_1	3	7.780068863982872e-08	287	2.6918011520787636e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558705	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558705
27-1-8_NODE_752975_length_287_cov_0.919048_1	38-1-14_NODE_679295_length_282_cov_1.082927_1	4	1.1297210690437504e-07	282	4.4076023717251705e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558705	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter;s__Pelagibacter sp902558705
27-1-8_NODE_752985_length_287_cov_0.914286_1	27-1-8_NODE_752985_length_287_cov_0.914286_1	3	7.780068863982872e-08	287	2.6918011520787636e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002704045;g__GCA-002704045*	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002704045;g__GCA-002704045*
27-1-8_NODE_752985_length_287_cov_0.914286_1	38-1-10_NODE_1448670_length_236_cov_0.930818_1	2	5.7990667445906594e-08	236	2.38861991581809e-07	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002704045;g__GCA-002704045*	root;d__Bacteria;p__Marinisomatota;c__Marinisomatia;o__SCGC-AAA003-L08;f__GCA-002704045;g__GCA-002704045*
29-1-4_NODE_1525980_length_238_cov_0.869565_1	29-1-4_NODE_1525980_length_238_cov_0.869565_1	1	3.387214660190222e-08	238	1.3281057715420485e-07		
29-1-4_NODE_1525980_length_238_cov_0.869565_1	18-1-6_NODE_1324862_length_236_cov_0.647799_1	1	3.1495928080434047e-08	236	1.2062937525151725e-07		
29-1-4_NODE_1525989_length_238_cov_0.869565_1	29-1-4_NODE_1525989_length_238_cov_0.869565_1	2	6.774429320380444e-08	238	2.656211543084097e-07	root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*	root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525989_length_238_cov_0.869565_1	17-2-6_NODE_331922_length_477_cov_1.352500_1	10	2.901069357373683e-07	477	5.52760970803643e-07		root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525989_length_238_cov_0.869565_1	18-1-4_NODE_1639672_length_234_cov_0.853503_1	2	6.76885287979492e-08	234	2.650061134771293e-07		root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525989_length_238_cov_0.869565_1	18-1-6_NODE_333484_length_435_cov_0.960894_1	5	1.5747964040217023e-07	435	3.2722451217652955e-07		root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525989_length_238_cov_0.869565_1	33-1-6_NODE_1463061_length_236_cov_1.069182_1	3	8.239972612528362e-08	236	3.380619030769944e-07		root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525989_length_238_cov_0.869565_1	52-1-2_NODE_330276_length_422_cov_1.307246_1	10	3.4298542332529993e-07	422	7.564013570658998e-07		root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525989_length_238_cov_0.869565_1	53-1-2_NODE_1277419_length_252_cov_0.731429_1	2	6.766925891808088e-08	252	2.504160588005865e-07		root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525989_length_238_cov_0.869565_1	65-1-2_NODE_562324_length_342_cov_0.981132_1	4	1.269305743703688e-07	342	3.6307940721959854e-07		root;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__UBA12567;s__UBA12567 sp003520025*
29-1-4_NODE_1525999_length_238_cov_0.869565_1	29-1-4_NODE_1525999_length_238_cov_0.869565_1	2	6.774429320380444e-08	238	2.656211543084097e-07		
29-1-4_NODE_1525999_length_238_cov_0.869565_1	28-1-2_NODE_590844_length_336_cov_0.857143_1	5	1.6917816158964132e-07	336	4.681257489277663e-07		
29-1-4_NODE_1526002_length_238_cov_0.869565_1	29-1-4_NODE_1526002_length_238_cov_0.869565_1	2	6.774429320380444e-08	238	2.656211543084097e-07	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae
29-1-4_NODE_1526002_length_238_cov_0.869565_1	31-1-2_NODE_1292535_length_258_cov_1.635359_1	4	1.2306482864422495e-07	258	4.640975775780547e-07	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae;g__Nitrosopelagicus;s__Nitrosopelagicus sp902552015	root;d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrosopumilaceae
29-1-4_NODE_1542623_length_237_cov_0.893750_1	29-1-4_NODE_1542623_length_237_cov_0.893750_1	8	2.709771728152178e-07	237	1.0669676746903208e-06	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
29-1-4_NODE_1542623_length_237_cov_0.893750_1	19-1-6_NODE_161457_length_645_cov_0.829225_2	10	3.38577308982131e-07	645	4.5847124730665756e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
29-1-4_NODE_1542623_length_237_cov_0.893750_1	30-1-2_NODE_158734_length_591_cov_1.064202_1	17	5.750226271403779e-07	591	9.150349125231798e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
29-1-4_NODE_1542623_length_237_cov_0.893750_1	32-1-4_NODE_450380_length_417_cov_1.714706_2	9	2.6084432758360943e-07	417	5.887041874897784e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
29-1-4_NODE_1542623_length_237_cov_0.893750_1	59-1-20_NODE_759082_length_314_cov_0.898734_1	3	1.0154614842567251e-07	314	3.1379811647273757e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__Pelagibacter
29-1-4_NODE_1558827_length_236_cov_0.930818_1	29-1-4_NODE_1558827_length_236_cov_0.930818_1	4	1.354885864076089e-07	236	5.357443620796738e-07		
29-1-4_NODE_1558827_length_236_cov_0.930818_1	17-2-2_NODE_575438_length_312_cov_0.902128_1	2	8.1144152018051e-08	312	2.302989431937572e-07		
29-1-4_NODE_1558904_length_236_cov_0.924528_1	29-1-4_NODE_1558904_length_236_cov_0.924528_1	2	6.774429320380444e-08	236	2.678721810398369e-07	root;d__Bacteria	root;d__Bacteria
29-1-4_NODE_1558904_length_236_cov_0.924528_1	19-1-2_NODE_1031810_length_280_cov_1.093596_1	2	5.8049012174154933e-08	280	1.916779191456347e-07	root;d__Bacteria	root;d__Bacteria
29-1-4_NODE_1577540_length_235_cov_0.886076_1	29-1-4_NODE_1577540_length_235_cov_0.886076_1	2	6.774429320380444e-08	235	2.6901206266128303e-07	root;d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926	root;d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926
29-1-4_NODE_1577540_length_235_cov_0.886076_1	31-1-2_NODE_1733640_length_232_cov_0.903226_1	2	6.153241432211247e-08	232	2.580542564981425e-07	root;d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926	root;d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__UBA6926;f__UBA6926
29-1-4_NODE_1577554_length_235_cov_0.886076_1	29-1-4_NODE_1577554_length_235_cov_0.886076_1	2	6.774429320380444e-08	235	2.6901206266128303e-07	root;d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GCA-002724975;g__GCA-002724975;s__GCA-002724975 sp002724975	root;d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GCA-002724975;g__GCA-002724975;s__GCA-002724975 sp002724975
29-1-4_NODE_1577554_length_235_cov_0.886076_1	33-1-2_NODE_1670177_length_231_cov_0.928571_2	3	1.014663648470726e-07	231	4.0314986758737563e-07	root;d__Bacteria	root;d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GCA-002724975;g__GCA-002724975;s__GCA-002724975 sp002724975
29-1-4_NODE_1577554_length_235_cov_0.886076_2	29-1-4_NODE_1577554_length_235_cov_0.886076_2	2	6.774429320380444e-08	235	2.6901206266128303e-07	root;d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GCA-002724975;g__GCA-002724975;s__GCA-002724975 sp002724975	root;d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GCA-002724975;g__GCA-002724975;s__GCA-002724975 sp002724975
29-1-4_NODE_1577554_length_235_cov_0.886076_2	30-1-4_NODE_575402_length_357_cov_0.500000_1	4	1.2173288712549334e-07	357	3.181098097617268e-07	root;d__Bacteria	root;d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983_A;f__GCA-002724975;g__GCA-002724975;s__GCA-002724975 sp002724975
29-1-4_NODE_1577605_length_235_cov_0.886076_1	29-1-4_NODE_1577605_length_235_cov_0.886076_1	2	6.774429320380444e-08	235	2.6901206266128303e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-J16;s__AG-409-J16 sp003215655*	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-J16;s__AG-409-J16 sp003215655*
29-1-4_NODE_1577605_length_235_cov_0.886076_1	57-1-2_NODE_1705769_length_234_cov_0.770701_1	2	6.087561413602376e-08	234	2.491977379123217e-07	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-J16;s__AG-409-J16 sp003215655*	root;d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__PCC-6307;f__Cyanobiaceae;g__AG-409-J16;s__AG-409-J16 sp003215655*
29-1-4_NODE_1595121_length_234_cov_0.872611_1	29-1-4_NODE_1595121_length_234_cov_0.872611_1	2	6.774429320380444e-08	234	2.7016168686069025e-07	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002714745	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002714745
29-1-4_NODE_1595121_length_234_cov_0.872611_1	33-1-2_NODE_67109_length_984_cov_3.140022_1	42	1.4205291078590164e-06	984	1.324986455058509e-06	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002714745	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__Thalassarchaeum;s__Thalassarchaeum sp002714745
29-1-4_NODE_1610908_length_233_cov_0.923077_1	29-1-4_NODE_1610908_length_233_cov_0.923077_1	2	6.774429320380444e-08	233	2.7132117907897646e-07		
29-1-4_NODE_1610908_length_233_cov_0.923077_1	53-1-2_NODE_658806_length_321_cov_0.811475_1	6	2.0300777675424265e-07	321	5.897649235303532e-07		
29-1-4_NODE_1610908_length_233_cov_0.923077_1	65-1-2_NODE_1587051_length_229_cov_1.717105_1	2	6.34652871851844e-08	229	2.7112043071856487e-07		
29-1-4_NODE_1610973_length_233_cov_0.923077_1	29-1-4_NODE_1610973_length_233_cov_0.923077_1	2	6.774429320380444e-08	233	2.7132117907897646e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-4_NODE_1610973_length_233_cov_0.923077_1	18-1-6_NODE_256768_length_498_cov_1.118765_2	17	5.354307773673789e-07	498	9.718173765242718e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-4_NODE_1610993_length_233_cov_0.923077_1	29-1-4_NODE_1610993_length_233_cov_0.923077_1	1	3.387214660190222e-08	233	1.3566058953948823e-07		
29-1-4_NODE_1610993_length_233_cov_0.923077_1	59-1-20_NODE_436811_length_417_cov_0.779412_2	4	1.3539486456756336e-07	417	3.150523055873369e-07	root;d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Planctomycetales;f__Planctomycetaceae	
29-1-4_NODE_1629441_length_232_cov_0.877419_1	29-1-4_NODE_1629441_length_232_cov_0.877419_1	2	6.774429320380444e-08	232	2.7249066691983406e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__TMED78;s__TMED78 sp002171615*	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__TMED78;s__TMED78 sp002171615*
29-1-4_NODE_1629441_length_232_cov_0.877419_1	17-2-4_NODE_449789_length_400_cov_1.074303_2	5	1.449535774571907e-07	400	3.40262254257121e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__TMED78;s__TMED78 sp002171615*	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__TMED78;s__TMED78 sp002171615*
29-1-4_NODE_1644805_length_231_cov_0.948052_1	29-1-4_NODE_1644805_length_231_cov_0.948052_1	1	3.387214660190222e-08	231	1.3683514009827165e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625
29-1-4_NODE_1644805_length_231_cov_0.948052_1	68-1-2_NODE_1461308_length_242_cov_0.727273_2	6	1.891422035394559e-07	242	7.511899702448029e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__GCA-2704625
29-1-4_NODE_1661207_length_230_cov_0.967320_1	29-1-4_NODE_1661207_length_230_cov_0.967320_1	5	1.6936073300951108e-07	230	6.871503774500164e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-4_NODE_1661207_length_230_cov_0.967320_1	28-1-2_NODE_670848_length_318_cov_0.522822_1	7	2.3684942622549784e-07	318	6.92472805961073e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae
29-1-4_NODE_1677750_length_229_cov_0.973684_1	29-1-4_NODE_1677750_length_229_cov_0.973684_1	1	3.387214660190222e-08	229	1.3803020682402076e-07		
29-1-4_NODE_1677750_length_229_cov_0.973684_1	24-1-2_NODE_49224_length_1220_cov_6.454068_1	100	3.38987256587658e-06	1220	2.5097031954286903e-06	root;d__Archaea;p__Thermoplasmatota;c__Poseidoniia_A;o__Poseidoniales;f__Thalassarchaeaceae;g__MGIIb-O3;s__MGIIb-O3 sp002506755	
29-1-4_NODE_1677762_length_229_cov_0.973684_1	29-1-4_NODE_1677762_length_229_cov_0.973684_1	3	1.0161643980570665e-07	229	4.1409062047206226e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2715505;s__GCA-2715505 sp002715505*	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2715505;s__GCA-2715505 sp002715505*
29-1-4_NODE_1677762_length_229_cov_0.973684_1	31-1-2_NODE_1022874_length_279_cov_0.544554_1	3	9.22986214831687e-08	279	3.2187412638477985e-07	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2715505;s__GCA-2715505 sp002715505*	root;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__TMED109;f__TMED131;g__GCA-2715505;s__GCA-2715505 sp002715505*
29-1-4_NODE_1701510_length_101_cov_2.458333_1	29-1-4_NODE_1701510_length_101_cov_2.458333_1	1	3.387214660190222e-08	101	3.129595778485223e-07		
29-1-4_NODE_1701510_length_101_cov_2.458333_1	32-1-8_NODE_1547091_length_101_cov_2.333333_1	1	3.04428552597491e-08	101	2.834144306455861e-07		
29-1-4_NODE_1701529_length_101_cov_2.291667_1	29-1-4_NODE_1701529_length_101_cov_2.291667_1	12	4.064657592228266e-07	101	3.7555149341822676e-06		
29-1-4_NODE_1701529_length_101_cov_2.291667_1	38-1-2_NODE_1492752_length_101_cov_4.291667_1	41	1.1839260269157785e-06	101	1.0718880626242312e-05		
29-1-4_NODE_1701571_length_101_cov_1.916667_1	29-1-4_NODE_1701571_length_101_cov_1.916667_1	1	3.387214660190222e-08	101	3.129595778485223e-07		
29-1-4_NODE_1701571_length_101_cov_1.916667_1	52-1-2_NODE_1553166_length_101_cov_1.458333_1	2	6.859708466505999e-08	101	6.320819261025935e-07		
29-1-4_NODE_1701572_length_101_cov_1.916667_1	29-1-4_NODE_1701572_length_101_cov_1.916667_1	2	6.774429320380444e-08	101	6.259191556970446e-07		
29-1-4_NODE_1701572_length_101_cov_1.916667_1	56-1-2_NODE_1679588_length_101_cov_1.375000_1	1	3.4095422859958165e-08	101	3.1314341284932856e-07		
29-1-6_NODE_1060_length_11285_cov_2.471360_3	29-1-6_NODE_1060_length_11285_cov_2.471360_3	352	1.2741741053216389e-05	11285	1.2183359832260037e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	17-2-10_NODE_15548_length_2609_cov_2.629542_1	86	2.9110429942094616e-06	2609	1.1605311130625454e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	17-2-10_NODE_501957_length_345_cov_2.470149_1	6	2.030960228518229e-07	345	6.12300439631988e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	18-1-1_NODE_72605_length_1053_cov_1.413934_1	22	6.376092297066082e-07	1053	5.941811828239382e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	18-1-1_NODE_1331474_length_245_cov_0.815476_1	2	5.796447542787347e-08	245	2.3216058831673722e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	18-1-3_NODE_18144_length_2490_cov_1.810195_3	64	1.8569508368203871e-06	2490	7.940160114166574e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	19-1-12_NODE_17837_length_2395_cov_1.792062_1	70	2.017130393417654e-06	2395	8.59199731046906e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	19-1-12_NODE_1050465_length_243_cov_1.855422_1	6	1.7289689086437035e-07	243	7.258495082389206e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	19-1-12_NODE_1117171_length_237_cov_0.925000_1	4	1.1526459390958023e-07	237	4.961502967709078e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	19-1-6_NODE_1393381_length_236_cov_0.842767_1	2	6.77154617964262e-08	236	2.5060504619728315e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	19-1-6_NODE_1454461_length_232_cov_0.761290_1	2	6.77154617964262e-08	232	2.54925822855857e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	23-1-16_NODE_14385_length_2653_cov_3.022516_1	107	3.102754770673945e-06	2653	1.3394275705512547e-06	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	23-1-16_NODE_185483_length_567_cov_2.275510_1	16	4.6396333019423476e-07	567	9.37151123551726e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	24-1-8_NODE_69395_length_1037_cov_1.978125_2	25	7.279594551042945e-07	1037	7.041266123808154e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	24-1-8_NODE_152925_length_662_cov_1.408547_1	12	3.4942053845006133e-07	662	5.294351398469406e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
29-1-6_NODE_1060_length_11285_cov_2.471360_3	24-1-8_NODE_1145337_length_237_cov_1.243750_1	5	1.455918910208589e-07	237	6.161850607923255e-07	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus	root;d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__Luminiphilus
